fan_id,price_paid,game_date
FAN_0245,65,2026-03-05
FAN_0454,45,2026-02-02
FAN_0608,45,2024-08-04
FAN_1056,150,2025-11-22
FAN_0877,25,2026-03-17
FAN_0210,25,2025-12-14
FAN_0724,45,2025-11-21
FAN_0619,65,2026-01-27
FAN_1122,150,2025-10-08
FAN_0160,150,2025-12-21
FAN_0629,25,2026-03-29
FAN_0664,85,2026-03-21
FAN_0424,45,2024-12-20
FAN_0505,150,2026-03-20
FAN_0675,45,2025-12-03
FAN_0006,45,2025-02-05
FAN_0423,65,2024-12-03
FAN_0010,85,2026-03-27
FAN_0146,150,2026-02-17
FAN_0728,65,2025-12-05
FAN_0513,150,2025-01-04
FAN_1113,45,2026-03-22
FAN_1014,150,2026-03-03
FAN_1077,25,2025-12-14
FAN_0602,25,2024-12-21
FAN_0941,120,2024-10-28
FAN_0656,45,2026-01-01
FAN_0836,85,2025-11-23
FAN_0018,85,2026-01-21
FAN_1097,120,2025-12-21
FAN_0407,25,2026-04-06
FAN_0958,65,2025-11-26
FAN_0540,120,2024-09-21
FAN_0506,120,2025-11-03
FAN_0673,120,2024-05-09
FAN_0776,85,2026-03-03
FAN_0741,65,2025-12-09
FAN_0931,45,2026-01-06
FAN_1058,45,2025-12-14
FAN_0906,45,2026-01-03
FAN_0280,65,2024-08-03
FAN_0635,120,2026-02-13
FAN_0895,25,2026-04-05
FAN_0904,150,2026-03-11
FAN_0808,120,2026-01-17
FAN_0735,85,2025-11-06
FAN_0004,85,2026-02-13
FAN_0288,65,2026-03-16
FAN_0906,25,2025-02-18
FAN_0444,45,2026-03-24
FAN_0442,25,2026-03-21
FAN_0995,150,2026-03-14
FAN_1112,65,2025-10-20
FAN_0407,45,2026-01-07
FAN_1155,45,2024-09-06
FAN_0783,25,2024-11-23
FAN_0595,120,2024-08-01
FAN_1007,85,2024-06-08
FAN_0407,65,2026-02-16
FAN_0241,150,2025-10-10
FAN_0777,85,2026-02-23
FAN_0138,150,2025-12-05
FAN_0462,120,2024-11-18
FAN_0211,65,2026-01-21
FAN_1072,65,2024-05-09
FAN_0089,25,2026-03-03
FAN_0055,85,2025-12-10
FAN_0332,65,2026-02-27
FAN_0342,65,2026-01-02
FAN_0729,120,2025-11-20
FAN_0533,25,2025-10-31
FAN_0493,85,2026-01-29
FAN_0691,150,2026-02-20
FAN_0649,65,2025-10-21
FAN_0200,85,2026-02-08
FAN_0738,150,2026-02-12
FAN_0467,45,2025-10-10
FAN_0912,45,2026-01-17
FAN_1097,150,2026-03-23
FAN_0546,65,2024-11-18
FAN_1125,25,2025-12-03
FAN_0793,120,2025-10-21
FAN_0219,85,2026-01-18
FAN_1188,85,2024-11-28
FAN_0853,150,2026-03-03
FAN_0428,65,2025-11-30
FAN_0175,150,2025-11-25
FAN_0493,150,2024-06-24
FAN_0844,65,2025-12-25
FAN_0399,85,2025-11-07
FAN_1132,150,2024-12-23
FAN_1114,150,2025-02-01
FAN_0864,120,2026-01-09
FAN_0034,85,2025-02-26
FAN_0136,65,2026-01-31
FAN_0171,120,2026-03-26
FAN_0904,150,2025-11-12
FAN_0868,25,2025-11-15
FAN_0787,65,2026-01-18
FAN_0605,85,2026-04-05
FAN_1016,120,2026-01-17
FAN_0544,45,2026-02-24
FAN_0172,85,2024-12-13
FAN_0318,25,2026-03-13
FAN_0171,150,2024-07-30
FAN_1044,45,2024-09-28
FAN_0556,85,2026-03-26
FAN_1116,65,2026-03-06
FAN_0710,120,2026-01-17
FAN_0742,65,2026-02-03
FAN_0932,45,2026-01-09
FAN_0055,25,2025-11-30
FAN_1099,120,2024-08-05
FAN_0843,25,2025-11-07
FAN_0713,65,2026-03-08
FAN_0604,150,2026-03-19
FAN_0417,45,2025-12-25
FAN_0118,85,2025-11-13
FAN_0193,120,2025-10-08
FAN_0285,120,2024-05-14
FAN_1192,150,2026-01-15
FAN_0548,120,2026-02-12
FAN_0804,85,2025-10-26
FAN_1012,45,2024-07-14
FAN_0806,65,2026-01-25
FAN_0849,150,2026-02-15
FAN_0712,150,2026-03-27
FAN_0544,150,2026-03-23
FAN_0294,65,2025-02-04
FAN_0984,150,2025-11-13
FAN_0446,120,2025-10-12
FAN_0227,120,2025-10-22
FAN_0384,45,2026-01-09
FAN_0777,25,2024-09-26
FAN_0025,150,2024-09-29
FAN_0973,25,2025-12-10
FAN_0456,25,2026-01-29
FAN_0793,150,2025-01-29
FAN_1062,65,2025-11-29
FAN_0539,120,2025-12-05
FAN_0122,150,2026-03-31
FAN_0080,25,2025-12-12
FAN_0838,65,2026-01-16
FAN_0811,120,2025-12-11
FAN_0769,85,2025-12-12
FAN_0935,65,2025-01-01
FAN_0708,45,2024-05-21
FAN_0753,120,2025-12-07
FAN_0812,65,2025-12-11
FAN_0491,120,2025-12-03
FAN_0198,45,2024-08-20
FAN_0004,65,2026-02-14
FAN_0089,65,2026-02-18
FAN_0608,85,2025-10-18
FAN_0235,120,2025-01-28
FAN_0184,45,2024-09-19
FAN_1013,120,2026-02-01
FAN_0673,25,2025-12-19
FAN_0009,120,2024-12-09
FAN_0504,25,2026-02-03
FAN_1035,85,2025-11-19
FAN_0029,25,2026-03-17
FAN_0611,65,2026-01-26
FAN_0509,45,2024-07-24
FAN_0632,120,2024-08-20
FAN_0498,65,2025-10-19
FAN_0389,120,2026-01-03
FAN_1078,45,2026-02-25
FAN_1154,45,2025-11-03
FAN_0397,85,2026-01-14
FAN_0717,120,2026-02-20
FAN_0503,45,2025-10-23
FAN_0455,85,2025-10-13
FAN_0050,65,2026-01-15
FAN_0176,25,2024-12-08
FAN_1111,25,2025-12-07
FAN_0876,65,2025-12-27
FAN_0262,150,2025-11-30
FAN_0095,150,2025-11-21
FAN_0095,120,2025-01-17
FAN_0447,150,2026-01-07
FAN_0545,120,2024-12-10
FAN_0649,25,2025-12-23
FAN_1138,150,2025-02-16
FAN_0282,150,2025-02-09
FAN_1047,85,2026-02-25
FAN_0957,150,2026-03-29
FAN_0927,120,2025-11-29
FAN_1018,45,2025-10-22
FAN_1155,85,2025-11-13
FAN_0874,45,2024-07-22
FAN_0957,65,2024-08-04
FAN_0811,45,2026-04-06
FAN_0214,65,2024-07-11
FAN_0122,85,2026-03-04
FAN_0451,25,2025-10-15
FAN_0109,65,2025-12-10
FAN_0174,150,2026-04-04
FAN_0175,150,2026-03-22
FAN_0490,25,2024-10-01
FAN_1136,65,2025-12-07
FAN_0352,150,2026-01-20
FAN_0094,120,2026-03-18
FAN_0109,25,2026-03-06
FAN_0972,45,2025-10-14
FAN_0250,85,2024-06-09
FAN_1070,45,2025-12-18
FAN_0968,65,2025-12-01
FAN_0358,65,2025-03-02
FAN_0614,25,2026-02-04
FAN_0383,150,2025-10-08
FAN_0606,45,2025-11-04
FAN_0870,25,2025-10-09
FAN_1070,150,2026-03-26
FAN_1029,25,2026-02-27
FAN_0063,25,2025-10-11
FAN_0051,25,2026-01-21
FAN_0983,150,2025-01-27
FAN_0728,65,2024-11-23
FAN_0863,25,2025-12-31
FAN_0441,150,2026-02-07
FAN_1047,85,2026-01-23
FAN_0108,65,2025-01-18
FAN_0189,85,2024-10-12
FAN_0218,120,2025-11-03
FAN_0623,120,2026-01-29
FAN_0756,150,2024-06-16
FAN_0900,150,2026-02-11
FAN_0539,85,2026-01-22
FAN_0750,65,2025-10-24
FAN_0016,85,2025-11-13
FAN_0955,85,2024-09-30
FAN_0732,150,2025-11-11
FAN_0888,65,2026-01-15
FAN_0698,65,2024-11-23
FAN_0615,150,2026-01-12
FAN_0250,120,2025-12-27
FAN_0075,150,2024-06-27
FAN_0745,150,2025-12-17
FAN_0927,65,2025-11-26
FAN_0710,65,2025-12-05
FAN_0925,120,2024-05-09
FAN_0690,45,2026-02-26
FAN_0863,65,2025-12-09
FAN_0368,65,2026-03-21
FAN_0234,120,2026-01-18
FAN_0487,120,2024-08-28
FAN_1060,120,2024-10-04
FAN_0637,85,2026-01-19
FAN_0335,45,2026-03-31
FAN_1092,25,2026-01-31
FAN_0867,85,2026-03-31
FAN_0692,45,2026-03-24
FAN_0240,120,2025-12-26
FAN_0950,65,2026-03-30
FAN_0595,120,2026-03-05
FAN_0056,120,2024-07-30
FAN_0144,25,2025-12-21
FAN_0221,65,2026-03-02
FAN_0296,120,2026-01-18
FAN_0893,150,2026-03-02
FAN_1015,85,2024-06-25
FAN_0043,65,2026-01-19
FAN_0752,150,2025-12-09
FAN_1099,65,2025-12-31
FAN_0429,65,2024-06-16
FAN_1140,45,2024-08-01
FAN_0168,25,2025-02-06
FAN_0444,120,2025-02-19
FAN_0233,85,2024-09-25
FAN_0026,65,2024-10-14
FAN_0498,65,2024-09-09
FAN_1023,120,2026-03-25
FAN_0118,120,2026-02-02
FAN_0004,65,2025-10-27
FAN_0304,150,2026-03-15
FAN_0392,85,2026-02-21
FAN_0922,85,2026-03-02
FAN_0564,45,2025-01-07
FAN_0432,25,2025-11-23
FAN_1002,25,2025-11-28
FAN_0739,45,2026-01-15
FAN_0641,150,2025-10-26
FAN_0894,85,2025-10-22
FAN_0236,85,2025-11-26
FAN_1134,120,2025-10-15
FAN_0393,150,2026-01-11
FAN_1177,120,2024-11-11
FAN_0718,25,2025-01-05
FAN_0791,85,2025-11-14
FAN_0860,85,2026-01-11
FAN_0939,120,2026-02-22
FAN_0739,150,2024-12-22
FAN_0713,85,2024-12-30
FAN_0169,85,2026-02-11
FAN_0144,25,2024-11-18
FAN_1060,150,2026-01-30
FAN_0250,65,2025-11-17
FAN_0233,120,2024-08-31
FAN_1118,25,2025-11-02
FAN_0117,65,2026-01-21
FAN_0271,25,2025-11-12
FAN_0829,25,2026-02-02
FAN_0294,65,2026-03-28
FAN_1037,120,2025-01-05
FAN_0642,25,2025-12-08
FAN_0622,85,2025-11-18
FAN_0023,120,2025-11-10
FAN_0158,65,2026-01-07
FAN_0530,120,2026-03-16
FAN_1107,150,2024-10-06
FAN_0906,25,2024-10-15
FAN_0010,65,2026-01-26
FAN_0079,120,2025-10-30
FAN_0710,25,2025-10-22
FAN_1059,150,2024-08-12
FAN_1030,85,2025-11-18
FAN_0928,65,2025-12-24
FAN_0428,150,2024-09-24
FAN_0494,120,2026-02-11
FAN_0987,150,2026-02-19
FAN_0126,85,2026-02-17
FAN_1126,25,2025-10-26
FAN_0778,85,2025-01-26
FAN_0866,25,2025-02-26
FAN_1035,85,2026-02-26
FAN_0324,120,2025-10-27
FAN_1149,150,2025-10-23
FAN_0277,85,2026-03-01
FAN_1113,45,2024-08-28
FAN_0069,120,2026-01-20
FAN_0886,85,2024-08-10
FAN_0212,25,2026-03-13
FAN_0568,65,2026-01-18
FAN_0600,25,2026-01-28
FAN_0054,120,2026-04-01
FAN_0289,120,2025-11-24
FAN_0194,150,2026-01-27
FAN_0611,85,2026-04-06
FAN_0701,65,2025-12-30
FAN_1145,150,2026-02-17
FAN_0197,65,2025-10-16
FAN_1027,150,2026-01-28
FAN_0378,45,2026-02-07
FAN_0942,120,2026-01-02
FAN_0455,45,2026-01-28
FAN_0099,65,2025-02-02
FAN_0499,45,2025-12-22
FAN_0719,85,2026-01-04
FAN_0654,65,2025-11-23
FAN_0915,45,2024-09-09
FAN_0865,45,2024-12-18
FAN_0952,45,2026-01-16
FAN_0228,65,2024-07-29
FAN_0479,120,2026-03-07
FAN_0637,85,2024-08-15
FAN_0652,120,2025-12-22
FAN_0129,45,2026-01-04
FAN_0552,150,2025-11-13
FAN_0268,120,2026-01-06
FAN_0460,150,2024-06-17
FAN_1121,45,2025-10-09
FAN_0717,150,2025-02-02
FAN_0389,45,2025-12-09
FAN_0209,65,2026-02-09
FAN_0540,65,2024-07-06
FAN_0687,45,2025-10-22
FAN_0971,150,2026-02-28
FAN_0073,25,2025-10-25
FAN_0407,150,2026-03-26
FAN_1151,45,2026-03-06
FAN_0060,85,2026-01-05
FAN_0749,150,2026-02-27
FAN_0761,45,2025-10-15
FAN_0418,25,2026-03-16
FAN_0890,45,2025-11-03
FAN_0778,85,2025-10-28
FAN_0219,150,2026-01-01
FAN_0544,150,2024-05-24
FAN_1194,120,2026-02-06
FAN_0074,150,2026-02-26
FAN_0139,65,2026-02-19
FAN_0419,120,2025-12-23
FAN_0342,25,2025-12-23
FAN_1161,45,2026-01-10
FAN_0702,85,2025-12-21
FAN_0009,150,2026-01-13
FAN_0665,65,2025-11-14
FAN_0482,25,2024-11-21
FAN_1145,120,2026-02-08
FAN_0762,150,2025-12-29
FAN_0154,25,2026-02-21
FAN_0795,120,2024-06-24
FAN_0396,150,2026-01-10
FAN_0825,85,2024-06-24
FAN_1101,65,2025-12-08
FAN_0300,25,2026-02-06
FAN_0978,150,2025-12-01
FAN_0298,150,2024-12-17
FAN_0632,65,2026-02-27
FAN_0441,150,2024-11-02
FAN_0767,25,2025-12-12
FAN_0393,65,2025-11-21
FAN_0152,120,2025-11-09
FAN_0105,25,2026-03-25
FAN_0350,85,2025-12-14
FAN_0439,150,2026-03-04
FAN_0361,120,2026-01-01
FAN_0181,65,2026-01-26
FAN_1167,45,2024-12-05
FAN_0148,150,2026-02-03
FAN_0179,25,2025-12-03
FAN_0255,120,2025-10-19
FAN_0253,45,2026-02-22
FAN_1015,25,2025-10-25
FAN_0203,45,2026-01-31
FAN_0009,150,2024-09-26
FAN_0302,25,2025-10-18
FAN_1034,85,2024-05-29
FAN_0628,120,2026-03-25
FAN_0563,120,2026-02-23
FAN_1200,150,2025-11-24
FAN_0651,45,2025-12-19
FAN_0023,65,2026-03-07
FAN_0072,85,2024-11-20
FAN_0053,45,2024-09-06
FAN_0330,120,2024-11-30
FAN_0282,45,2025-12-14
FAN_1180,85,2025-01-04
FAN_1019,150,2025-11-28
FAN_0536,25,2026-02-14
FAN_0583,65,2026-01-31
FAN_0854,25,2024-12-10
FAN_0328,45,2026-02-25
FAN_0480,120,2025-11-10
FAN_0540,25,2026-01-31
FAN_0119,150,2026-03-07
FAN_1128,25,2026-04-06
FAN_0407,120,2025-10-20
FAN_0547,85,2024-07-08
FAN_1100,120,2026-02-18
FAN_0885,65,2024-08-07
FAN_0156,150,2025-01-15
FAN_0532,150,2025-12-31
FAN_0152,85,2026-02-15
FAN_0855,45,2026-01-03
FAN_0457,45,2025-10-28
FAN_1116,85,2025-12-08
FAN_1002,85,2025-12-08
FAN_0620,25,2026-03-01
FAN_0660,150,2026-01-09
FAN_0541,65,2025-11-23
FAN_0616,150,2025-11-12
FAN_1096,85,2025-12-25
FAN_0979,45,2025-12-18
FAN_0220,85,2025-12-22
FAN_0640,150,2025-10-25
FAN_1108,25,2024-08-18
FAN_0637,45,2024-12-02
FAN_0973,120,2026-02-23
FAN_1089,120,2025-12-28
FAN_0326,120,2026-01-31
FAN_1028,85,2024-07-28
FAN_1162,150,2026-04-05
FAN_0583,85,2025-10-20
FAN_0538,85,2025-11-15
FAN_0456,150,2025-11-02
FAN_0923,150,2026-03-12
FAN_1078,120,2026-03-17
FAN_1058,65,2026-03-30
FAN_0814,25,2026-02-23
FAN_0573,150,2025-11-07
FAN_0999,65,2026-01-18
FAN_0777,150,2025-12-10
FAN_0333,25,2026-02-19
FAN_1004,85,2026-02-24
FAN_0567,25,2026-01-13
FAN_0730,120,2026-01-08
FAN_0442,120,2026-04-06
FAN_0877,25,2025-12-27
FAN_0127,120,2024-08-24
FAN_1001,85,2024-11-01
FAN_0493,65,2024-12-05
FAN_0058,150,2025-01-27
FAN_1153,45,2024-06-26
FAN_0264,25,2026-02-21
FAN_0496,45,2025-12-27
FAN_0212,85,2026-01-20
FAN_0953,25,2024-09-21
FAN_1049,120,2026-01-06
FAN_0937,25,2025-12-08
FAN_0408,25,2025-12-08
FAN_0789,85,2024-10-16
FAN_0033,45,2025-10-23
FAN_0538,120,2024-06-25
FAN_0109,120,2024-07-17
FAN_0553,25,2026-02-24
FAN_0735,150,2024-05-16
FAN_0570,120,2024-05-24
FAN_0971,85,2025-11-11
FAN_1152,45,2025-11-03
FAN_1003,25,2026-03-11
FAN_0810,25,2026-03-26
FAN_0484,65,2026-03-25
FAN_0040,150,2026-03-12
FAN_1109,85,2026-02-20
FAN_0022,150,2025-11-04
